Terminal,Capacidad,Unidad,Movil
98. Ruta nacional,81,MT3,2034
98. Ruta nacional,81,MT3,2035
98. Ruta nacional,81,MT3,2036
98. Ruta nacional,81,MT3,2039
98. Ruta nacional,81,MT3,2040
98. Ruta nacional,81,MT3,2041
98. Ruta nacional,81,MT3,2042
98. Ruta nacional,81,MT3,2043
98. Ruta nacional,81,MT3,2044
98. Ruta nacional,81,MT3,2045
98. Ruta nacional,81,MT3,2046
98. Ruta nacional,81,MT3,2047
98. Ruta nacional,81,MT3,2048
98. Ruta nacional,81,MT3,2049
98. Ruta nacional,72,MT3,205
98. Ruta nacional,81,MT3,2050
98. Ruta nacional,81,MT3,2051
98. Ruta nacional,81,MT3,2052
98. Ruta nacional,81,MT3,2053
98. Ruta nacional,81,MT3,2054
98. Ruta nacional,81,MT3,2055
98. Ruta nacional,81,MT3,2056
98. Ruta nacional,81,MT3,2057
98. Ruta nacional,81,MT3,2058
98. Ruta nacional,81,MT3,2059
98. Ruta nacional,72,MT3,206
98. Ruta nacional,81,MT3,2060
98. Ruta nacional,81,MT3,2061
98. Ruta nacional,81,MT3,2062
98. Ruta nacional,81,MT3,2064
98. Ruta nacional,70,,207
98. Ruta nacional,70,,208
98. Ruta nacional,81,MT3,2081
98. Ruta nacional,81,MT3,2082
98. Ruta nacional,81,MT3,2086
98. Ruta nacional,81,MT3,2087
98. Ruta nacional,72,MT3,209
98. Ruta nacional,72,MT3,210
98. Ruta nacional,70,,211
98. Ruta nacional,72,MT3,212
98. Ruta nacional,70,,213
98. Ruta nacional,70,,214
98. Ruta nacional,70,,215
98. Ruta nacional,70,,218
98. Ruta nacional,70,,219
98. Ruta nacional,72,MT3,221
98. Ruta nacional,70,,222
98. Ruta nacional,81,MT3,222041
98. Ruta nacional,72,MT3,224
98. Ruta nacional,70,,225
98. Ruta nacional,70,,226
98. Ruta nacional,70,,227
98. Ruta nacional,72,MT3,228
98. Ruta nacional,70,,229
98. Ruta nacional,70,,230
98. Ruta nacional,70,,232
98. Ruta nacional,72,MT3,233
98. Ruta nacional,70,,234
98. Ruta nacional,70,,236
98. Ruta nacional,70,,237
98. Ruta nacional,72,MT3,238
98. Ruta nacional,72,MT3,239
98. Ruta nacional,72,MT3,240
98. Ruta nacional,72,MT3,241
98. Ruta nacional,81,MT3,2411
98. Ruta nacional,72,MT3,242
98. Ruta nacional,70,MT3,243
98. Ruta nacional,70,MT3,244
98. Ruta nacional,70,MT3,245
98. Ruta nacional,70,MT3,246
98. Ruta nacional,78.28,MT3,247
98. Ruta nacional,72,MT3,248
98. Ruta nacional,72,MT3,249
98. Ruta nacional,72,MT3,251
98. Ruta nacional,70,MT3,252
98. Ruta nacional,72,MT3,253
98. Ruta nacional,72,MT3,254
98. Ruta nacional,72,MT3,255
98. Ruta nacional,72,MT3,256
98. Ruta nacional,72,MT3,257
98. Ruta nacional,70,MT3,258
98. Ruta nacional,70,MT3,259
98. Ruta nacional,70,MT3,2592
98. Ruta nacional,70,MT3,260
98. Ruta nacional,70,MT3,2602
98. Ruta nacional,70,MT3,261
98. Ruta nacional,70,MT3,2612
98. Ruta nacional,70,MT3,262
98. Ruta nacional,72,MT3,263
98. Ruta nacional,70,MT3,264
98. Ruta nacional,70,MT3,265
98. Ruta nacional,41,MT3,2658
98. Ruta nacional,41,MT3,2662
98. Ruta nacional,41,MT3,2665
98. Ruta nacional,72,MT3,267
98. Ruta nacional,72,MT3,268
98. Ruta nacional,81,MT3,2691
98. Ruta nacional,81,MT3,2692
98. Ruta nacional,81,MT3,2693
98. Ruta nacional,81,MT3,2694
98. Ruta nacional,81,MT3,2695
98. Ruta nacional,81,MT3,2696
98. Ruta nacional,81,MT3,2697
98. Ruta nacional,81,MT3,2698
98. Ruta nacional,81,MT3,2699
98. Ruta nacional,81,MT3,2700
98. Ruta nacional,81,MT3,2701
98. Ruta nacional,81,MT3,2702
98. Ruta nacional,81,MT3,2703
98. Ruta nacional,81,MT3,2704
98. Ruta nacional,72,MT3,2705
98. Ruta nacional,72,MT3,2711
98. Ruta nacional,81,MT3,2712
98. Ruta nacional,81,MT3,2713
98. Ruta nacional,81,MT3,2714
98. Ruta nacional,81,MT3,2715
98. Ruta nacional,81,MT3,2716
98. Ruta nacional,81,MT3,2717
98. Ruta nacional,81,MT3,2718
98. Ruta nacional,81,MT3,2719
98. Ruta nacional,81,MT3,2721
98. Ruta nacional,81,MT3,2722
98. Ruta nacional,81,MT3,2723
98. Ruta nacional,81,MT3,2724
98. Ruta nacional,81,MT3,2725
98. Ruta nacional,81,MT3,2726
98. Ruta nacional,81,MT3,2727
98. Ruta nacional,81,MT3,2728
98. Ruta nacional,81,MT3,2729
98. Ruta nacional,81,MT3,2730
98. Ruta nacional,81,MT3,2738
98. Ruta nacional,81,MT3,2739
98. Ruta nacional,81,MT3,2740
98. Ruta nacional,81,MT3,2741
98. Ruta nacional,81,MT3,2742
98. Ruta nacional,81,MT3,2743
98. Ruta nacional,81,MT3,2744
98. Ruta nacional,81,MT3,2745
98. Ruta nacional,81,MT3,2746
98. Ruta nacional,81,MT3,2747
98. Ruta nacional,81,MT3,2748
98. Ruta nacional,81,MT3,2749
98. Ruta nacional,81,MT3,2750
98. Ruta nacional,81,MT3,2751
98. Ruta nacional,81,MT3,2752
98. Ruta nacional,81,MT3,2753
98. Ruta nacional,81,MT3,2754
98. Ruta nacional,81,MT3,2755
98. Ruta nacional,81,PAC1,2756
98. Ruta nacional,81,PAC1,2757
98. Ruta nacional,81,PAC1,2758
98. Ruta nacional,81,MT3,2759
98. Ruta nacional,72,MT3,276
98. Ruta nacional,81,MT3,2760
98. Ruta nacional,81,MT3,2761
98. Ruta nacional,72,MT3,277
98. Ruta nacional,72,MT3,278
98. Ruta nacional,72,MT3,279
98. Ruta nacional,72,MT3,280
98. Ruta nacional,72,MT3,281
98. Ruta nacional,72,MT3,282
98. Ruta nacional,72,MT3,283
98. Ruta nacional,81,MT3,2832
98. Ruta nacional,81,MT3,2836
98. Ruta nacional,81,MT3,2838
98. Ruta nacional,81,MT3,2839
98. Ruta nacional,72,MT3,284
98. Ruta nacional,78.28,MT3,285
98. Ruta nacional,72,MT3,286
98. Ruta nacional,72,MT3,287
98. Ruta nacional,72,MT3,288
98. Ruta nacional,72,MT3,289
98. Ruta nacional,81,MT3,2930
98. Ruta nacional,72,MT3,297
98. Ruta nacional,72,MT3,298
98. Ruta nacional,72,MT3,299
98. Ruta nacional,49200,KLS,3063
98. Ruta nacional,49200,KLS,3064
98. Ruta nacional,49200,KLS,3065
98. Ruta nacional,49200,KLS,3066
98. Ruta nacional,49200,KLS,3067
98. Ruta nacional,49200,KLS,3068
98. Ruta nacional,49200,KLS,3069
98. Ruta nacional,49200,KLS,3070
98. Ruta nacional,49200,KLS,3071
98. Ruta nacional,49200,KLS,3072
98. Ruta nacional,49200,KLS,3073
98. Ruta nacional,49200,KLS,3074
98. Ruta nacional,49200,KLS,3075
98. Ruta nacional,49200,KLS,3076
98. Ruta nacional,49200,KLS,3077
98. Ruta nacional,49200,KLS,3078
98. Ruta nacional,49200,KLS,3079
98. Ruta nacional,49200,KLS,3080
98. Ruta nacional,49200,KLS,3081
98. Ruta nacional,49200,KLS,3082
98. Ruta nacional,49200,KLS,3083
98. Ruta nacional,49200,KLS,3084
98. Ruta nacional,49200,KLS,3085
98. Ruta nacional,49200,KLS,3086
98. Ruta nacional,49200,KLS,3087
98. Ruta nacional,49200,KLS,3088
98. Ruta nacional,49200,KLS,3089
98. Ruta nacional,49200,KLS,3090
98. Ruta nacional,49200,KLS,3091
98. Ruta nacional,49200,KLS,3092
98. Ruta nacional,81,MT3,3134
98. Ruta nacional,81,MT3,3135
98. Ruta nacional,81,MT3,3136
98. Ruta nacional,81,MT3,3137
98. Ruta nacional,81,MT3,3138
98. Ruta nacional,81,MT3,3139
98. Ruta nacional,81,MT3,3140
98. Ruta nacional,81,MT3,3141
98. Ruta nacional,81,MT3,3142
98. Ruta nacional,81,MT3,3143
98. Ruta nacional,39.4,MT3,3167
98. Ruta nacional,39.4,MT3,3168
98. Ruta nacional,39.4,MT3,3169
98. Ruta nacional,39.4,MT3,3170
98. Ruta nacional,39.4,MT3,3171
98. Ruta nacional,39.4,MT3,3172
98. Ruta nacional,39.4,MT3,3173
98. Ruta nacional,39.4,MT3,3174
98. Ruta nacional,39.4,MT3,3175
98. Ruta nacional,39.4,MT3,3176
98. Ruta nacional,39.4,MT3,3177
98. Ruta nacional,39.4,MT3,3178
98. Ruta nacional,39.4,MT3,3179
98. Ruta nacional,39.4,MT3,3180
98. Ruta nacional,39.4,MT3,3181
98. Ruta nacional,39.4,MT3,3182
98. Ruta nacional,39.4,MT3,3183
98. Ruta nacional,39.4,MT3,3184
98. Ruta nacional,39.4,MT3,3185
98. Ruta nacional,39.4,MT3,3186
98. Ruta nacional,72,MT3,351
98. Ruta nacional,72,MT3,352
98. Ruta nacional,72,MT3,353
98. Ruta nacional,72,MT3,354
98. Ruta nacional,72,MT3,355
98. Ruta nacional,72,MT3,358
98. Ruta nacional,72,MT3,362
98. Ruta nacional,72,MT3,364
98. Ruta nacional,72,MT3,365
98. Ruta nacional,72,MT3,366
98. Ruta nacional,72,MT3,367
98. Ruta nacional,72,MT3,368
98. Ruta nacional,72,MT3,369
98. Ruta nacional,72,MT3,370
98. Ruta nacional,72,MT3,371
98. Ruta nacional,72,MT3,372
98. Ruta nacional,72,MT3,373
98. Ruta nacional,72,MT3,374
98. Ruta nacional,72,MT3,375
98. Ruta nacional,72,MT3,376
98. Ruta nacional,81,MT3,463
98. Ruta nacional,81,MT3,467
98. Ruta nacional,81,MT3,471
98. Ruta nacional,81,MT3,473
98. Ruta nacional,81,MT3,475
98. Ruta nacional,81,MT3,477
98. Ruta nacional,81,MT3,478
98. Ruta nacional,81,MT3,493
98. Ruta nacional,81,MT3,494
98. Ruta nacional,81,MT3,499
98. Ruta nacional,72,MT3,5000
98. Ruta nacional,72,MT3,5001
98. Ruta nacional,76.4,MT3,5045
98. Ruta nacional,76.4,MT3,5046
98. Ruta nacional,76.4,MT3,5047
98. Ruta nacional,76.4,MT3,5048
98. Ruta nacional,76.4,MT3,5049
98. Ruta nacional,76.4,MT3,5050
98. Ruta nacional,76.4,MT3,5051
98. Ruta nacional,76.4,MT3,5052
98. Ruta nacional,76.4,MT3,5053
98. Ruta nacional,76.4,MT3,5054
98. Ruta nacional,76.4,MT3,5055
98. Ruta nacional,76.4,MT3,5056
98. Ruta nacional,76.4,MT3,5057
98. Ruta nacional,76.4,MT3,5058
98. Ruta nacional,76.4,MT3,5059
98. Ruta nacional,76.4,MT3,5060
98. Ruta nacional,76.4,MT3,5061
98. Ruta nacional,76.4,MT3,5062
98. Ruta nacional,76.4,MT3,5063
98. Ruta nacional,76.4,MT3,5064
98. Ruta nacional,76.4,MT3,5075
98. Ruta nacional,76.4,MT3,5076
98. Ruta nacional,76.4,MT3,5077
98. Ruta nacional,76.4,MT3,5078
98. Ruta nacional,76.4,MT3,5079
98. Ruta nacional,76.4,MT3,5080
98. Ruta nacional,76.4,MT3,5081
98. Ruta nacional,76.4,MT3,5082
98. Ruta nacional,76.4,MT3,5083
98. Ruta nacional,76.4,MT3,5084
98. Ruta nacional,76.4,MT3,5085
98. Ruta nacional,76.4,MT3,5086
98. Ruta nacional,76.4,MT3,5087
98. Ruta nacional,76.4,MT3,5088
98. Ruta nacional,76.4,MT3,5089
98. Ruta nacional,76.4,MT3,5090
98. Ruta nacional,76.4,MT3,5091
98. Ruta nacional,76.4,MT3,5092
98. Ruta nacional,76.4,MT3,5093
98. Ruta nacional,76.4,MT3,5094
98. Ruta nacional,76.4,MT3,5095
98. Ruta nacional,76.4,MT3,5096
98. Ruta nacional,76.4,MT3,5097
98. Ruta nacional,76.4,MT3,5098
98. Ruta nacional,76.4,MT3,5099
98. Ruta nacional,76.4,MT3,5100
98. Ruta nacional,76.4,MT3,5101
98. Ruta nacional,76.4,MT3,5102
98. Ruta nacional,76.4,MT3,5103
98. Ruta nacional,76.4,MT3,5104
98. Ruta nacional,76.4,MT3,5105
98. Ruta nacional,76.4,MT3,5106
98. Ruta nacional,76.4,MT3,5107
98. Ruta nacional,76.4,MT3,5108
98. Ruta nacional,76.4,MT3,5109
98. Ruta nacional,76.4,MT3,5110
98. Ruta nacional,76.4,MT3,5111
98. Ruta nacional,76.4,MT3,5112
98. Ruta nacional,76.4,MT3,5113
98. Ruta nacional,76.4,MT3,5114
98. Ruta nacional,76.4,MT3,5115
98. Ruta nacional,76.4,MT3,5116
98. Ruta nacional,76.4,MT3,5117
98. Ruta nacional,76.4,MT3,5118
98. Ruta nacional,76.4,MT3,5119
98. Ruta nacional,72,MT3,512
98. Ruta nacional,76.4,MT3,5124
98. Ruta nacional,76.4,MT3,5125
98. Ruta nacional,76.4,MT3,5126
98. Ruta nacional,76.4,MT3,5127
98. Ruta nacional,76.4,MT3,5128
98. Ruta nacional,76.4,MT3,5129
98. Ruta nacional,72,MT3,513
98. Ruta nacional,76.4,MT3,5130
98. Ruta nacional,76.4,MT3,5131
98. Ruta nacional,76.4,MT3,5132
98. Ruta nacional,76.4,MT3,5133
98. Ruta nacional,82,MT3,514
98. Ruta nacional,76.4,MT3,5144
98. Ruta nacional,76.4,MT3,5145
98. Ruta nacional,76.4,MT3,5146
98. Ruta nacional,76.4,MT3,5147
98. Ruta nacional,76.4,MT3,5148
98. Ruta nacional,76.4,MT3,5149
98. Ruta nacional,82,MT3,515
98. Ruta nacional,76.4,MT3,5150
98. Ruta nacional,76.4,MT3,5151
98. Ruta nacional,76.4,MT3,5152
98. Ruta nacional,76.4,MT3,5153
98. Ruta nacional,82,MT3,516
98. Ruta nacional,82,MT3,517
98. Ruta nacional,82,MT3,518
98. Ruta nacional,82,MT3,519
98. Ruta nacional,82,MT3,520
98. Ruta nacional,82,MT3,521
98. Ruta nacional,82,MT3,522
98. Ruta nacional,82,MT3,523
98. Ruta nacional,82,MT3,524
98. Ruta nacional,82,MT3,525
98. Ruta nacional,82,MT3,526
98. Ruta nacional,82,MT3,527
98. Ruta nacional,82,MT3,528
98. Ruta nacional,82,MT3,529
98. Ruta nacional,82,MT3,530
98. Ruta nacional,82,MT3,531
98. Ruta nacional,82,MT3,532
98. Ruta nacional,82,MT3,533
98. Ruta nacional,82,MT3,534
98. Ruta nacional,82,MT3,535
98. Ruta nacional,82,MT3,536
98. Ruta nacional,82,MT3,537
98. Ruta nacional,82,MT3,538
98. Ruta nacional,82,MT3,539
98. Ruta nacional,82,MT3,540
98. Ruta nacional,82,MT3,541
98. Ruta nacional,82,MT3,542
98. Ruta nacional,82,MT3,543
98. Ruta nacional,82,MT3,544
98. Ruta nacional,82,MT3,545
98. Ruta nacional,82,MT3,546
98. Ruta nacional,82,MT3,547
98. Ruta nacional,82,MT3,548
98. Ruta nacional,82,MT3,549
98. Ruta nacional,82,MT3,550
98. Ruta nacional,82,MT3,551
98. Ruta nacional,82,MT3,552
98. Ruta nacional,82,MT3,553
98. Ruta nacional,82,MT3,554
98. Ruta nacional,82,MT3,555
98. Ruta nacional,82,MT3,556
98. Ruta nacional,82,MT3,557
98. Ruta nacional,82,MT3,558
98. Ruta nacional,82,MT3,559
98. Ruta nacional,82,MT3,560
98. Ruta nacional,82,MT3,561
98. Ruta nacional,82,MT3,562
98. Ruta nacional,82,MT3,563
98. Ruta nacional,82,MT3,564
98. Ruta nacional,82,MT3,565
98. Ruta nacional,82,MT3,566
98. Ruta nacional,82,MT3,567
98. Ruta nacional,82,MT3,568
98. Ruta nacional,82,MT3,569
98. Ruta nacional,82,MT3,570
98. Ruta nacional,82,MT3,571
98. Ruta nacional,82,MT3,572
98. Ruta nacional,82,MT3,573
98. Ruta nacional,82,MT3,574
98. Ruta nacional,82,MT3,575
98. Ruta nacional,82,MT3,576
98. Ruta nacional,82,MT3,577
98. Ruta nacional,82,MT3,578
98. Ruta nacional,82,MT3,579
98. Ruta nacional,82,MT3,581
98. Ruta nacional,82,MT3,582
98. Ruta nacional,82,MT3,583
98. Ruta nacional,82,MT3,584
98. Ruta nacional,82,MT3,585
98. Ruta nacional,82,MT3,586
98. Ruta nacional,82,MT3,587
98. Ruta nacional,82,MT3,588
98. Ruta nacional,82,MT3,589
98. Ruta nacional,82,MT3,590
98. Ruta nacional,82,MT3,591
98. Ruta nacional,82,MT3,592
98. Ruta nacional,82,MT3,593
98. Ruta nacional,82,MT3,594
98. Ruta nacional,82,MT3,595
98. Ruta nacional,82,MT3,596
98. Ruta nacional,82,MT3,597
98. Ruta nacional,82,MT3,598
98. Ruta nacional,81,MT3,637
98. Ruta nacional,81,MT3,644
98. Ruta nacional,81,MT3,645
98. Ruta nacional,81,MT3,646
98. Ruta nacional,81,MT3,647
98. Ruta nacional,81,MT3,648
98. Ruta nacional,81,MT3,649
98. Ruta nacional,81,MT3,655
98. Ruta nacional,81,MT3,656
98. Ruta nacional,81,MT3,658
98. Ruta nacional,81,MT3,663
98. Ruta nacional,81,MT3,664
98. Ruta nacional,81,MT3,671
98. Ruta nacional,81,MT3,672
98. Ruta nacional,81,MT3,682
98. Ruta nacional,81,MT3,686
98. Ruta nacional,81,MT3,687
98. Ruta nacional,81,MT3,688
98. Ruta nacional,81,MT3,689
98. Ruta nacional,81,MT3,690
98. Ruta nacional,81,MT3,692
98. Ruta nacional,81,MT3,693
98. Ruta nacional,81,MT3,695
98. Ruta nacional,81,MT3,698
